family,gtdb_domain,ncbi_domain,database_presence,match_status,gtdb_genome_count,gtdb_species_count,ncbi_genome_count,ncbi_species_count,reason_filtered,sample_accessions
UBA2242,Bacteria,,GTDB_Only,No_Match,35,6,0,0,No verifiable NCBI taxonomy classification,"GCA_018817605.1, GCA_030665885.1, GCA_021161185.1, GCA_023229045.1, GCA_018895675.1"
BACL12,Bacteria,,GTDB_Only,No_Match,35,5,0,0,No verifiable NCBI taxonomy classification,"GCA_016703275.1, GCA_016711785.1, GCA_030157895.1, GCA_017997295.1, GCA_002346225.1"
WHSQ01,Bacteria,,GTDB_Only,No_Match,35,18,0,0,No verifiable NCBI taxonomy classification,"GCA_013817045.1, GCA_013694625.1, GCA_009377815.1, GCA_030861725.1, GCA_030862115.1"
2-01-FULL-45-33,Bacteria,,GTDB_Only,No_Match,35,5,0,0,No verifiable NCBI taxonomy classification,"GCA_001001285.1, GCA_016176295.1, GCA_001778885.1, GCA_000998125.1, GCA_001780565.1"
JAAXHH01,Bacteria,,GTDB_Only,No_Match,35,3,0,0,No verifiable NCBI taxonomy classification,"GCA_009837395.1, GCA_022823465.1, GCA_009842485.1, GCA_026705925.1, GCA_937893065.1"
SHLQ01,Bacteria,,GTDB_Only,No_Match,34,6,0,0,No verifiable NCBI taxonomy classification,"GCA_938038785.1, GCA_937936685.1, GCA_013001425.1, GCA_937991685.1, GCA_004282895.1"
UBA1715,Bacteria,,GTDB_Only,No_Match,34,5,0,0,No verifiable NCBI taxonomy classification,"GCA_031262005.1, GCA_017552705.1, GCA_016285445.1, GCA_024402335.1, GCA_024681975.1"
J102,Bacteria,,GTDB_Only,No_Match,34,9,0,0,No verifiable NCBI taxonomy classification,"GCA_024276255.1, GCA_011371305.1, GCA_027051855.1, GCA_027029385.1, GCA_026991225.1"
UBA6623,Bacteria,,GTDB_Only,No_Match,34,6,0,0,No verifiable NCBI taxonomy classification,"GCA_028824065.1, GCA_028819575.1, GCA_022828025.1, GCA_946887065.1, GCA_028824155.1"
UBA1020,Bacteria,,GTDB_Only,No_Match,34,4,0,0,No verifiable NCBI taxonomy classification,"GCA_002344735.1, GCA_012270305.1, GCA_002304675.1, GCA_000503915.1, GCA_002430685.1"
UBA9655,Bacteria,,GTDB_Only,No_Match,33,7,0,0,No verifiable NCBI taxonomy classification,"GCA_027459605.1, GCA_003534775.1, GCA_003514675.1, GCA_003518285.1, GCA_019752515.1"
UBA5066,Bacteria,,GTDB_Only,No_Match,33,7,0,0,No verifiable NCBI taxonomy classification,"GCA_023151375.1, GCA_903845115.1, GCA_903906115.1, GCA_029781975.1, GCA_016789625.1"
UBA2241,Bacteria,,GTDB_Only,No_Match,33,6,0,0,No verifiable NCBI taxonomy classification,"GCA_903829795.1, GCA_903914205.1, GCA_002423545.1, GCA_003132585.1, GCA_012514235.1"
CAIOVX01,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903875725.1, GCA_903897115.1, GCA_903879945.1, GCA_903912075.1, GCA_903914475.1"
UBA3636,Bacteria,,GTDB_Only,No_Match,33,6,0,0,No verifiable NCBI taxonomy classification,"GCA_016295275.1, GCA_949285835.1, GCA_946612175.1, GCA_902761575.1, GCA_937911295.1"
UBA57,Archaea,,GTDB_Only,No_Match,32,4,0,0,No verifiable NCBI taxonomy classification,"GCA_022449325.1, GCA_022451545.1, GCA_002713205.1, GCA_002495905.1, GCA_950074185.1"
UBA8199,Bacteria,,GTDB_Only,No_Match,32,10,0,0,No verifiable NCBI taxonomy classification,"GCA_012517205.1, GCA_030054335.1, GCA_002298105.1, GCA_029974925.1, GCA_903872165.1"
J093,Bacteria,,GTDB_Only,No_Match,31,10,0,0,No verifiable NCBI taxonomy classification,"GCA_937946835.1, GCA_021780105.1, GCA_022710935.1, GCA_003695015.1, GCA_018003215.1"
UBA2162,Bacteria,,GTDB_Only,No_Match,31,13,0,0,No verifiable NCBI taxonomy classification,"GCA_030745545.1, GCA_030755095.1, GCA_030746675.1, GCA_011191975.1, GCA_016190895.1"
JAMCPX01,Bacteria,,GTDB_Only,No_Match,31,4,0,0,No verifiable NCBI taxonomy classification,"GCA_021792615.1, GCA_023481185.1, GCA_027340675.1, GCA_027455045.1, GCA_027455125.1"
CF-121,Bacteria,,GTDB_Only,No_Match,31,5,0,0,No verifiable NCBI taxonomy classification,"GCA_005889525.1, GCA_005881715.1, GCA_005881425.1, GCA_005882775.1, GCA_005880875.1"
UBA10428,Bacteria,,GTDB_Only,No_Match,31,8,0,0,No verifiable NCBI taxonomy classification,"GCA_016930375.1, GCA_023442525.1, GCA_016935435.1, GCA_016938235.1, GCA_017860375.1"
UBA1172,Bacteria,,GTDB_Only,No_Match,30,3,0,0,No verifiable NCBI taxonomy classification,"GCA_024639485.1, GCA_029242265.1, GCA_937899975.1, GCA_002457135.1, GCA_913049585.1"
PUMT01,Bacteria,,GTDB_Only,No_Match,30,2,0,0,No verifiable NCBI taxonomy classification,"GCA_007123885.1, GCA_007133295.1, GCA_007132565.1, GCA_007135095.1, GCA_003556985.1"
UBA1222,Bacteria,,GTDB_Only,No_Match,30,5,0,0,No verifiable NCBI taxonomy classification,"GCA_903822755.1, GCA_003597995.1, GCA_903902275.1, GCA_903911445.1, GCA_903878045.1"
QMZP01,Archaea,,GTDB_Only,No_Match,30,20,0,0,No verifiable NCBI taxonomy classification,"GCA_016202745.1, GCA_016867675.1, GCA_937898775.1, GCA_018816245.1, GCA_020343575.1"
RBG-16-64-32,Bacteria,,GTDB_Only,No_Match,30,10,0,0,No verifiable NCBI taxonomy classification,"GCA_022561095.1, GCA_005882195.1, GCA_029262695.1, GCA_001795235.1, GCA_005889375.1"
UBA4473,Bacteria,,GTDB_Only,No_Match,30,17,0,0,No verifiable NCBI taxonomy classification,"GCA_021736215.1, GCA_030632415.1, GCA_020629095.1, GCA_026982915.1, GCA_002389285.1"
CG1-02-41-26,Bacteria,,GTDB_Only,No_Match,30,16,0,0,No verifiable NCBI taxonomy classification,"GCA_030616605.1, GCA_020724125.1, GCA_021163625.1, GCA_028718965.1, GCA_002773495.1"
UBA1177,Bacteria,,GTDB_Only,No_Match,30,4,0,0,No verifiable NCBI taxonomy classification,"GCA_007132725.1, GCA_947305925.1, GCA_016290135.1, GCA_017997475.1, GCA_902774115.1"
UBA1113,Bacteria,,GTDB_Only,No_Match,30,8,0,0,No verifiable NCBI taxonomy classification,"GCA_021773295.1, GCA_021782495.1, GCA_020051155.1, GCA_021778015.1, GCA_009885935.1"
Kryptoniaceae,Bacteria,,GTDB_Only,No_Match,30,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030550475.1, GCF_001536105.1, GCF_001535985.1, GCF_001536065.1, GCA_025060635.1"
Gorgyraeaceae,Bacteria,,GTDB_Only,No_Match,29,9,0,0,No verifiable NCBI taxonomy classification,"GCA_013202925.1, GCA_018899115.1, GCA_937884195.1, GCA_002780805.1, GCA_018817035.1"
46-47,Bacteria,,GTDB_Only,No_Match,29,3,0,0,No verifiable NCBI taxonomy classification,"GCA_016937825.1, GCA_018399175.1, GCA_030600775.1, GCA_937862595.1, GCA_028699915.1"
B26-1,Archaea,,GTDB_Only,No_Match,29,7,0,0,No verifiable NCBI taxonomy classification,"GCA_018396975.1, GCA_018396655.1, GCA_018396995.1, GCA_015520475.1, GCA_021162605.1"
UBA12077,Bacteria,,GTDB_Only,No_Match,29,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022360575.1, GCA_001769045.1, GCA_001769005.1, GCA_003446015.1, GCA_002869305.1"
UBA5550,Bacteria,,GTDB_Only,No_Match,29,13,0,0,No verifiable NCBI taxonomy classification,"GCA_016929135.1, GCA_009787025.1, GCA_029548125.1, GCA_002418835.1, GCA_002839375.1"
Magnetaquicoccaceae,Bacteria,,GTDB_Only,No_Match,29,4,0,0,No verifiable NCBI taxonomy classification,"GCA_015232825.1, GCA_002753135.1, GCA_015229095.1, GCA_011089965.1, GCA_015234115.1"
SMWR01,Bacteria,,GTDB_Only,No_Match,29,12,0,0,No verifiable NCBI taxonomy classification,"GCA_024638705.1, GCA_030740055.1, GCA_937937315.1, GCA_022571825.1, GCA_013215605.1"
UBA4248,Bacteria,,GTDB_Only,No_Match,29,3,0,0,No verifiable NCBI taxonomy classification,"GCA_945483765.1, GCA_004554395.1, GCA_945948015.1, GCA_945911155.1, GCA_946056615.1"
SM23-42,Bacteria,,GTDB_Only,No_Match,29,11,0,0,No verifiable NCBI taxonomy classification,"GCA_020343455.1, GCA_016936155.1, GCA_001303785.1, GCA_030602565.1, GCA_030606265.1"
Gp7-AA8,Bacteria,,GTDB_Only,No_Match,28,11,0,0,No verifiable NCBI taxonomy classification,"GCA_027325785.1, GCA_016184115.1, GCA_027458965.1, GCA_003223695.1, GCA_003223635.1"
HRBIN12,Bacteria,,GTDB_Only,No_Match,28,13,0,0,No verifiable NCBI taxonomy classification,"GCA_021325015.1, GCA_005884925.1, GCA_937881155.1, GCA_030774235.1, GCA_005885585.1"
DTU083,Bacteria,,GTDB_Only,No_Match,28,9,0,0,No verifiable NCBI taxonomy classification,"GCA_002396905.1, GCA_012837325.1, GCA_012510895.1, GCA_002385635.1, GCA_002427175.1"
UBA8363,Bacteria,,GTDB_Only,No_Match,28,2,0,0,No verifiable NCBI taxonomy classification,"GCA_015232365.1, GCA_015228925.1, GCA_002753565.1, GCA_002753595.1, GCA_015228815.1"
RBG-16-68-12,Archaea,,GTDB_Only,No_Match,28,2,0,0,No verifiable NCBI taxonomy classification,"GCA_005879065.1, GCA_005878635.1, GCA_005878395.1, GCA_005878525.1, GCA_005878985.1"
FEN-1173,Bacteria,,GTDB_Only,No_Match,27,7,0,0,No verifiable NCBI taxonomy classification,"GCA_016714745.1, GCA_018004105.1, GCA_016706425.1, GCA_937942955.1, GCA_016207625.1"
UBA11872,Bacteria,,GTDB_Only,No_Match,27,2,0,0,No verifiable NCBI taxonomy classification,"GCA_022825895.1, GCA_028875175.1, GCA_022821905.1, GCA_026708035.1, GCA_022819765.1"
Amesbacteraceae,Bacteria,,GTDB_Only,No_Match,27,11,0,0,No verifiable NCBI taxonomy classification,"GCA_001002405.1, GCA_030681075.1, GCA_030647735.1, GCA_001775635.1, GCA_001002525.1"
2-02-FULL-39-11,Bacteria,,GTDB_Only,No_Match,27,12,0,0,No verifiable NCBI taxonomy classification,"GCA_002772175.1, GCA_001779235.1, GCA_001779195.1, GCA_001779275.1, GCA_001779205.1"
Aciduliprofundaceae,Archaea,,GTDB_Only,No_Match,27,5,0,0,No verifiable NCBI taxonomy classification,"GCA_015523095.1, GCA_027045005.1, GCA_015522955.1, GCA_027014065.1, GCA_015520975.1"
Foliamicaceae,Bacteria,,GTDB_Only,No_Match,27,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026708965.1, GCA_009836205.1, GCA_951828235.1, GCA_009841345.1, GCA_009846345.1"
UBA5272,Bacteria,,GTDB_Only,No_Match,26,4,0,0,No verifiable NCBI taxonomy classification,"GCA_003518045.1, GCA_023267635.1, GCA_018061825.1, GCA_030837425.1, GCA_903890235.1"
EtOH8,Bacteria,,GTDB_Only,No_Match,26,3,0,0,No verifiable NCBI taxonomy classification,"GCA_018821925.1, GCA_003447165.1, GCA_002348145.1, GCA_001781595.1, GCA_001780135.1"
QAND01,Bacteria,,GTDB_Only,No_Match,26,4,0,0,No verifiable NCBI taxonomy classification,"GCA_905208455.1, GCA_900754185.1, GCA_934621515.1, GCA_023407495.1, GCA_003150225.1"
UBA2774,Bacteria,,GTDB_Only,No_Match,26,4,0,0,No verifiable NCBI taxonomy classification,"GCA_022571235.1, GCA_027293455.1, GCA_020027805.1, GCA_029262275.1, GCA_020849425.1"
UBA8346,Bacteria,,GTDB_Only,No_Match,26,8,0,0,No verifiable NCBI taxonomy classification,"GCA_023392595.1, GCA_023410535.1, GCF_004340685.1, GCA_029553165.1, GCA_003501335.1"
QAKW01,Bacteria,,GTDB_Only,No_Match,26,4,0,0,No verifiable NCBI taxonomy classification,"GCA_017442025.1, GCA_017464525.1, GCA_003343605.1, GCA_017937065.1, GCA_017436525.1"
OLB5,Bacteria,,GTDB_Only,No_Match,26,4,0,0,No verifiable NCBI taxonomy classification,"GCA_030835025.1, GCA_014879675.1, GCA_019912545.1, GCA_003820375.1, GCA_027492415.1"
UBA10092,Bacteria,,GTDB_Only,No_Match,26,4,0,0,No verifiable NCBI taxonomy classification,"GCA_001775885.1, GCA_001774075.1, GCA_001775875.1, GCA_001775915.1, GCA_001774215.1"
O2-02-FULL-48-8,Bacteria,,GTDB_Only,No_Match,26,11,0,0,No verifiable NCBI taxonomy classification,"GCA_001777575.1, GCA_001780145.1, GCA_001779895.1, GCA_016182875.1, GCA_001777665.1"
UBA4975,Bacteria,,GTDB_Only,No_Match,26,2,0,0,No verifiable NCBI taxonomy classification,"GCA_002408465.1, GCA_002424085.1, GCA_002396855.1, GCA_937900335.1, GCA_002400165.1"
Tantalellaceae,Bacteria,,GTDB_Only,No_Match,26,18,0,0,No verifiable NCBI taxonomy classification,"GCA_030632265.1, GCA_007135805.1, GCA_030765205.1, GCA_018824045.1, GCA_030765685.1"
JABDET01,Bacteria,,GTDB_Only,No_Match,26,2,0,0,No verifiable NCBI taxonomy classification,"GCA_027371935.1, GCA_027421825.1, GCA_021800275.1, GCA_027421865.1, GCA_027421785.1"
UM-FILTER-43-11,Bacteria,,GTDB_Only,No_Match,26,14,0,0,No verifiable NCBI taxonomy classification,"GCA_029260985.1, GCA_016699515.1, GCA_030427295.1, GCA_016934215.1, GCA_018824965.1"
UBA10575,Bacteria,,GTDB_Only,No_Match,25,6,0,0,No verifiable NCBI taxonomy classification,"GCA_002398595.1, GCA_012735195.1, GCA_012837715.1, GCA_012727535.1, GCA_002408585.1"
UBA2112,Bacteria,,GTDB_Only,No_Match,25,3,0,0,No verifiable NCBI taxonomy classification,"GCA_001790435.1, GCA_016199685.1, GCA_001790535.1, GCA_016000075.1, GCA_023260255.1"
UBA2143,Bacteria,,GTDB_Only,No_Match,25,8,0,0,No verifiable NCBI taxonomy classification,"GCA_001821655.1, GCA_018819085.1, GCA_002328955.1, GCA_018900215.1, GCA_001819555.1"
JAFGKM01,Bacteria,,GTDB_Only,No_Match,25,7,0,0,No verifiable NCBI taxonomy classification,"GCA_026414725.1, GCA_016928555.1, GCA_029548585.1, GCA_023819425.1, GCA_023818645.1"
UBA4085,Bacteria,,GTDB_Only,No_Match,25,5,0,0,No verifiable NCBI taxonomy classification,"GCA_017883285.1, GCA_026393905.1, GCA_030691735.1, GCA_022866045.1, GCA_026393865.1"
UBA10834,Archaea,,GTDB_Only,No_Match,25,5,0,0,No verifiable NCBI taxonomy classification,"GCA_013331315.1, GCA_020347645.1, GCA_022865445.1, GCA_013329135.1, GCA_001800815.1"
UBA1006,Bacteria,,GTDB_Only,No_Match,25,7,0,0,No verifiable NCBI taxonomy classification,"GCA_021208725.1, GCA_903873095.1, GCA_943357975.1, GCA_020428645.1, GCA_022763365.1"
Nanosalinaceae,Archaea,,GTDB_Only,No_Match,25,10,0,0,No verifiable NCBI taxonomy classification,"GCA_001564145.1, GCA_937132175.1, GCA_000220375.1, GCA_001761425.1, GCA_001563875.1"
UBA11858,Bacteria,,GTDB_Only,No_Match,25,5,0,0,No verifiable NCBI taxonomy classification,"GCA_018334945.1, GCA_029939935.1, GCA_015485245.1, GCA_014382605.1, GCA_003648195.1"
B4-G1,Bacteria,,GTDB_Only,No_Match,25,14,0,0,No verifiable NCBI taxonomy classification,"GCA_003564075.1, GCA_007118795.1, GCA_003648025.1, GCA_011048615.1, GCA_030596915.1"
UBA11712,Bacteria,,GTDB_Only,No_Match,25,6,0,0,No verifiable NCBI taxonomy classification,"GCA_001000395.1, GCA_001784975.1, GCA_001784775.1, GCA_001785005.1, GCA_030018805.1"
DRMK01,Bacteria,,GTDB_Only,No_Match,24,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027005235.1, GCA_027100595.1, GCA_026996345.1, GCA_026984715.1, GCA_015492555.1"
XYD1-FULL-46-19,Bacteria,,GTDB_Only,No_Match,24,14,0,0,No verifiable NCBI taxonomy classification,"GCA_026395035.1, GCA_001824815.1, GCA_002772495.1, GCA_001824825.1, GCA_903878275.1"
CG1-02-47-37,Bacteria,,GTDB_Only,No_Match,24,3,0,0,No verifiable NCBI taxonomy classification,"GCA_001002615.1, GCA_001001955.1, GCA_026397255.1, GCA_003510465.1, GCA_002788175.1"
UBA11713,Bacteria,,GTDB_Only,No_Match,24,5,0,0,No verifiable NCBI taxonomy classification,"GCA_001780535.1, GCA_001780495.1, GCA_001778785.1, GCA_001778855.1, GCA_001778705.1"
UBA9662,Bacteria,,GTDB_Only,No_Match,24,3,0,0,No verifiable NCBI taxonomy classification,"GCA_030748495.1, GCA_002691715.1, GCA_015664765.1, GCA_002726605.1, GCA_002714785.1"
UBA489,Archaea,,GTDB_Only,No_Match,24,3,0,0,No verifiable NCBI taxonomy classification,"GCA_002505585.1, GCA_030679025.1, GCA_018693555.1, GCA_018666265.1, GCA_018697815.1"
RBG-16-64-13,Bacteria,,GTDB_Only,No_Match,24,12,0,0,No verifiable NCBI taxonomy classification,"GCA_017882525.1, GCA_903887145.1, GCA_012719395.1, GCA_012729575.1, GCA_023483915.1"
CG10238-14,Archaea,,GTDB_Only,No_Match,24,7,0,0,No verifiable NCBI taxonomy classification,"GCA_002784265.1, GCA_009993355.1, GCA_018920345.1, GCA_002789635.1, GCA_018304545.1"
SLAD01,Bacteria,,GTDB_Only,No_Match,24,5,0,0,No verifiable NCBI taxonomy classification,"GCA_007123265.1, GCA_007134275.1, GCA_003567595.1, GCA_007134735.1, GCA_007126795.1"
JAKAVM01,Bacteria,,GTDB_Only,No_Match,24,3,0,0,No verifiable NCBI taxonomy classification,"GCA_027390335.1, GCA_027390215.1, GCA_027451785.1, GCA_027390535.1, GCA_027390515.1"
UBA10799,Bacteria,,GTDB_Only,No_Match,24,6,0,0,No verifiable NCBI taxonomy classification,"GCA_025456115.1, GCA_023957875.1, GCA_023252115.1, GCA_020637025.1, GCA_020438705.1"
UBA10009,Bacteria,,GTDB_Only,No_Match,23,7,0,0,No verifiable NCBI taxonomy classification,"GCA_018698555.1, GCA_018817315.1, GCA_018701775.1, GCA_001818475.1, GCA_026396575.1"
DRQE01,Bacteria,,GTDB_Only,No_Match,23,9,0,0,No verifiable NCBI taxonomy classification,"GCA_030631875.1, GCA_011371515.1, GCA_015492135.1, GCA_015490365.1, GCA_030636245.1"
OMII01,Bacteria,,GTDB_Only,No_Match,23,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947480985.1, GCA_947444075.1, GCA_947473585.1, GCA_947474375.1, GCA_947488865.1"
UBA9783,Bacteria,,GTDB_Only,No_Match,23,4,0,0,No verifiable NCBI taxonomy classification,"GCA_003521725.1, GCA_946629505.1, GCA_946186275.1, GCA_002309885.1, GCA_017958565.1"
JABEUL01,Bacteria,,GTDB_Only,No_Match,23,3,0,0,No verifiable NCBI taxonomy classification,"GCA_027390115.1, GCA_027411085.1, GCA_027340845.1, GCA_021790815.1, GCA_027390095.1"
UBA10216,Archaea,,GTDB_Only,No_Match,23,11,0,0,No verifiable NCBI taxonomy classification,"GCA_016192905.1, GCA_016180195.1, GCA_002505845.1, GCA_016188145.1, GCA_016180145.1"
40CM-4-68-19,Bacteria,,GTDB_Only,No_Match,23,4,0,0,No verifiable NCBI taxonomy classification,"GCA_005888115.1, GCA_025350525.1, GCA_018266095.1, GCA_005879525.1, GCA_005879115.1"
GWC2-42-12,Bacteria,,GTDB_Only,No_Match,23,6,0,0,No verifiable NCBI taxonomy classification,"GCA_018827685.1, GCA_000997945.1, GCA_018823575.1, GCA_016188785.1, GCA_018826175.1"
QMZM01,Archaea,,GTDB_Only,No_Match,23,9,0,0,No verifiable NCBI taxonomy classification,"GCA_021731385.1, GCA_003663125.1, GCA_003663175.1, GCA_018896055.1, GCA_015523055.1"
JAGLIN01,Bacteria,,GTDB_Only,No_Match,23,9,0,0,No verifiable NCBI taxonomy classification,"GCA_030639145.1, GCA_030641445.1, GCA_030632705.1, GCA_028691985.1, GCA_023140775.1"
CACZYB01,Bacteria,,GTDB_Only,No_Match,23,4,0,0,No verifiable NCBI taxonomy classification,"GCA_014803575.1, GCA_902785275.1, GCA_934271615.1, GCA_949293495.1, GCA_031255155.1"
JAAZAB01,Bacteria,,GTDB_Only,No_Match,23,7,0,0,No verifiable NCBI taxonomy classification,"GCA_018898415.1, GCA_018897005.1, GCA_008636085.1, GCA_018823155.1, GCA_022012615.1"
DTU025,Bacteria,,GTDB_Only,No_Match,23,4,0,0,No verifiable NCBI taxonomy classification,"GCA_937895255.1, GCA_002408425.1, GCA_019137015.1, GCA_028703975.1, GCA_012521735.1"
Bin95,Bacteria,,GTDB_Only,No_Match,23,3,0,0,No verifiable NCBI taxonomy classification,"GCA_008081395.1, GCA_022825195.1, GCA_022826185.1, GCA_022823965.1, GCA_030833925.1"
UBA2128,Bacteria,,GTDB_Only,No_Match,23,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030753555.1, GCA_030748795.1, GCA_002329065.1, GCA_002328905.1, GCA_012964365.1"
UBA12079,Bacteria,,GTDB_Only,No_Match,23,4,0,0,No verifiable NCBI taxonomy classification,"GCA_030636105.1, GCA_001774495.1, GCA_000990765.1, GCA_001774425.1, GCA_018401295.1"
PWPS01,Bacteria,,GTDB_Only,No_Match,22,4,0,0,No verifiable NCBI taxonomy classification,"GCA_003561025.1, GCA_007130225.1, GCA_003559635.1, GCA_018400405.1, GCA_003552105.1"
UBA12108,Bacteria,,GTDB_Only,No_Match,22,5,0,0,No verifiable NCBI taxonomy classification,"GCA_001776285.1, GCA_018060845.1, GCA_003508865.1, GCA_001002415.1, GCA_001002785.1"
UBA5352,Bacteria,,GTDB_Only,No_Match,22,6,0,0,No verifiable NCBI taxonomy classification,"GCA_029821525.1, GCA_029820045.1, GCA_029820195.1, GCA_029820885.1, GCA_002411015.1"
RBG-16-71-46,Bacteria,,GTDB_Only,No_Match,22,11,0,0,No verifiable NCBI taxonomy classification,"GCA_023249845.1, GCA_021414165.1, GCA_902826705.1, GCA_016178725.1, GCA_903921835.1"
GW2011-AR15,Archaea,,GTDB_Only,No_Match,22,9,0,0,No verifiable NCBI taxonomy classification,"GCA_018649325.1, GCA_018815145.1, GCA_018696815.1, GCA_014729915.1, GCA_018670325.1"
CADDZS01,Archaea,,GTDB_Only,No_Match,22,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029850555.1, GCA_030041355.1, GCA_027886795.1, GCA_030037995.1, GCA_902812485.1"
GW2011-AR5,Archaea,,GTDB_Only,No_Match,22,11,0,0,No verifiable NCBI taxonomy classification,"GCA_903877225.1, GCA_016198625.1, GCA_028279825.1, GCA_018304605.1, GCA_016187335.1"
JACNLC01,Bacteria,,GTDB_Only,No_Match,22,4,0,0,No verifiable NCBI taxonomy classification,"GCA_937915365.1, GCA_018700755.1, GCA_018674335.1, GCA_016784045.1, GCA_018657495.1"
RPQS01,Bacteria,,GTDB_Only,No_Match,22,7,0,0,No verifiable NCBI taxonomy classification,"GCA_018822485.1, GCA_003818605.1, GCA_016721565.1, GCA_023382385.1, GCA_020637475.1"
Fen-1064,Bacteria,,GTDB_Only,No_Match,22,5,0,0,No verifiable NCBI taxonomy classification,"GCA_026389745.1, GCA_003153955.1, GCA_011170375.1, GCA_020342155.1, GCA_030667735.1"
RVW-14,Bacteria,,GTDB_Only,No_Match,21,11,0,0,No verifiable NCBI taxonomy classification,"GCA_947445965.1, GCA_019749895.1, GCA_945872225.1, GCA_000992305.1, GCA_019746485.1"
JAADJA01,Bacteria,,GTDB_Only,No_Match,21,2,0,0,No verifiable NCBI taxonomy classification,"GCA_030596605.1, GCA_016927695.1, GCA_021107975.1, GCA_020438135.1, GCA_020444515.1"
CATQHL01,Bacteria,,GTDB_Only,No_Match,21,2,0,0,No verifiable NCBI taxonomy classification,"GCA_009844215.1, GCA_026708055.1, GCA_951812355.1, GCA_026713745.1, GCA_026706585.1"
Kariarchaeaceae,Archaea,,GTDB_Only,No_Match,21,6,0,0,No verifiable NCBI taxonomy classification,"GCA_024280435.1, GCA_011525205.1, GCA_022574115.1, GCA_027077875.1, GCA_029882335.1"
GWA1-39-11,Bacteria,,GTDB_Only,No_Match,21,7,0,0,No verifiable NCBI taxonomy classification,"GCA_001782635.1, GCA_002790535.1, GCA_030645455.1, GCA_001782235.1, GCA_002793055.1"
CAMVHY01,Bacteria,,GTDB_Only,No_Match,21,4,0,0,No verifiable NCBI taxonomy classification,"GCA_947427385.1, GCA_948930515.1, GCA_949468615.1, GCA_949423105.1, GCA_948506575.1"
DSQY01,Bacteria,,GTDB_Only,No_Match,21,3,0,0,No verifiable NCBI taxonomy classification,"GCA_027388675.1, GCA_022759065.1, GCA_027388755.1, GCA_027388645.1, GCA_027388625.1"
JAJZLH01,Bacteria,,GTDB_Only,No_Match,21,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027420335.1, GCA_027420265.1, GCA_027447465.1, GCA_021850485.1, GCA_027420235.1"
Marsarchaeaceae,Archaea,,GTDB_Only,No_Match,21,4,0,0,No verifiable NCBI taxonomy classification,"GCA_027385805.1, GCA_023487445.1, GCA_003019415.1, GCA_003019615.1, GCA_027357665.1"
