family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
Sulfurimonadaceae,Bacteria,388,1651289582,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae,superkingdom;phylum;class;order;family,81602897;1536518028;1492690008;536303497;1651289582
Porphyromonadaceae,Bacteria,383,963420083,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;963420083
Sphaerochaetaceae,Bacteria,377,2055202940,Bacteria;Spirochaetota;Spirochaetia;Sphaerochaetales;Sphaerochaetaceae,superkingdom;phylum;class;order;family,81602897;39784000;1693206508;1925791903;2055202940
CAG-314,Bacteria,376,1589001502,Bacteria;Bacillota;Clostridia;Christensenellales;CAG-314,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1390569891;1589001502
Spirosomataceae,Bacteria,375,2146101382,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae,superkingdom;phylum;class;order;family,81602897;504177835;618517539;2042724353;2146101382
Halieaceae,Bacteria,374,1564966355,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halieaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1250912789;1564966355
Megasphaeraceae,Bacteria,371,1641804325,Bacteria;Bacillota;Negativicutes;Veillonellales;Megasphaeraceae,superkingdom;phylum;class;order;family,81602897;131003083;440945044;993619471;1641804325
Dysgonomonadaceae,Bacteria,368,688456830,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;688456830
Porticoccaceae,Bacteria,365,671701800,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Porticoccaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1250912789;671701800
Nitrospiraceae,Bacteria,365,1313103688,Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae,superkingdom;phylum;class;order;family,81602897;1669227019;1353539777;1692611272;1313103688
Schleiferiaceae,Bacteria,355,392782355,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Schleiferiaceae,superkingdom;phylum;class;order;family,81602897;504177835;618517539;899814506;392782355
Gemmatimonadaceae,Bacteria,352,860744954,Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae,superkingdom;phylum;class;order;family,81602897;460251340;1277029043;5514368;860744954
Villigracilaceae,Bacteria,351,497389599,Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Villigracilaceae,superkingdom;phylum;class;order;family,81602897;510129959;1559853718;32034231;497389599
Gallionellaceae,Bacteria,351,389950212,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Gallionellaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;2074272703;389950212
UBA953,Bacteria,345,936416273,Bacteria;Verrucomicrobiota;Verrucomicrobiia;Opitutales;UBA953,superkingdom;phylum;class;order;family,81602897;605906842;1950791653;775196229;936416273
Dialisteraceae,Bacteria,341,1631212652,Bacteria;Bacillota;Negativicutes;Veillonellales;Dialisteraceae,superkingdom;phylum;class;order;family,81602897;131003083;440945044;993619471;1631212652
Planctomycetaceae,Bacteria,339,913118662,Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae,superkingdom;phylum;class;order;family,81602897;678426958;1772024279;332493671;913118662
Haloferacaceae,Archaea,336,1652110660,Archaea;Halobacteriota;Halobacteria;Halobacteriales;Haloferacaceae,superkingdom;phylum;class;order;family,1337977286;187206606;695512539;1630249217;1652110660
UBA1067,Bacteria,333,9034946,Bacteria;Verrucomicrobiota;Kiritimatiellia;RFP12;UBA1067,superkingdom;phylum;class;order;family,81602897;605906842;325267327;557276075;9034946
Elusimicrobiaceae,Bacteria,332,1369001150,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae,superkingdom;phylum;class;order;family,81602897;848567609;1577470713;137427194;1369001150
UBA9973,Bacteria,327,226101098,Bacteria;Patescibacteriota;Minisyncoccia;UBA9973;UBA9973,superkingdom;phylum;class;order;family,81602897;1184272463;283916658;168137696;226101098
Amphibacillaceae,Bacteria,321,223512156,Bacteria;Bacillota;Bacilli;Bacillales_D;Amphibacillaceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;1608042757;223512156
Turicibacteraceae,Bacteria,313,1083163911,Bacteria;Bacillota;Bacilli;MOL361;Turicibacteraceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;841532311;1083163911
D2472,Bacteria,313,427192566,Bacteria;Pseudomonadota;Gammaproteobacteria;SAR86;D2472,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;2068168902;427192566
UBA6960,Bacteria,311,1483887512,Bacteria;Gemmatimonadota;Gemmatimonadetes;Longimicrobiales;UBA6960,superkingdom;phylum;class;order;family,81602897;460251340;1277029043;1326499474;1483887512
Acidimicrobiaceae,Bacteria,310,494083113,Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae,superkingdom;phylum;class;order;family,81602897;922471546;377422747;1596481911;494083113
Methanosarcinaceae,Archaea,307,554277862,Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae,superkingdom;phylum;class;order;family,1337977286;187206606;1298112782;1152356555;554277862
GW2011-AR1,Archaea,307,1399454221,Archaea;Nanobdellota;Nanobdellia;Pacearchaeales;GW2011-AR1,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;1010202107;1399454221
Brachyspiraceae,Bacteria,305,927873447,Bacteria;Spirochaetota;Brachyspiria;Brachyspirales;Brachyspiraceae,superkingdom;phylum;class;order;family,81602897;39784000;487598615;2027271053;927873447
Methanomethylophilaceae,Archaea,304,589647402,Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae,superkingdom;phylum;class;order;family,1337977286;1319660302;1680928555;2113981;589647402
Rickettsiaceae,Bacteria,299,2096871144,Bacteria;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1739444295;2096871144
CABMGC01,Archaea,298,515030425,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;CABMGC01,superkingdom;phylum;class;order;family,1337977286;741135215;276043747;1920424780;515030425
Sulfurovaceae,Bacteria,294,578349453,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurovaceae,superkingdom;phylum;class;order;family,81602897;1536518028;1492690008;536303497;578349453
Nitrosomonadaceae,Bacteria,290,1243855977,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;2074272703;1243855977
Saccharofermentanaceae,Bacteria,288,149256721,Bacteria;Bacillota;Clostridia;Saccharofermentanales;Saccharofermentanaceae,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;1146971457;149256721
Fibrobacteraceae,Bacteria,286,529745792,Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae,superkingdom;phylum;class;order;family,81602897;31572563;1118471328;206569799;529745792
Sanyastnellaceae,Bacteria,286,643752480,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Sanyastnellaceae,superkingdom;phylum;class;order;family,81602897;504177835;618517539;899814506;643752480
S36-B12,Bacteria,284,1592431953,Bacteria;Actinomycetota;Actinomycetes;S36-B12,superkingdom;phylum;class;order,81602897;922471546;1737519761;1592431953
Solirubrobacteraceae,Bacteria,284,630882236,Bacteria;Actinomycetota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae,superkingdom;phylum;class;order;family,81602897;922471546;856265850;2135280075;630882236
Prolixibacteraceae,Bacteria,279,362178199,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;362178199
Anoxybacillaceae,Bacteria,263,1345643093,Bacteria;Bacillota;Bacilli;Bacillales;Anoxybacillaceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;51306968;1345643093
Anaerolineaceae,Bacteria,261,1837575606,Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae,superkingdom;phylum;class;order;family,81602897;510129959;1559853718;32034231;1837575606
UBA1381,Bacteria,260,1447218455,Bacteria;Bacillota;Clostridia;UBA1381,superkingdom;phylum;class;order,81602897;131003083;1705696207;1447218455
Microcoleaceae,Bacteria,257,1189559287,Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Microcoleaceae,superkingdom;phylum;class;order;family,81602897;15887558;1606220747;1921604596;1189559287
WCHB1-69,Bacteria,255,548160043,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;WCHB1-69,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;548160043
UBA3495,Bacteria,253,1191141079,Bacteria;Chloroflexota;Dehalococcoidia;UBA3495;UBA3495,superkingdom;phylum;class;order;family,81602897;510129959;1736958301;686054901;1191141079
Breznakiellaceae,Bacteria,253,2014444427,Bacteria;Spirochaetota;Spirochaetia;Treponematales;Breznakiellaceae,superkingdom;phylum;class;order;family,81602897;39784000;1693206508;1171443428;2014444427
Thiobacillaceae,Bacteria,253,1261205275,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Thiobacillaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;2074272703;1261205275
Acidithiobacillaceae,Bacteria,252,727093411,Bacteria;Pseudomonadota;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;398330029;727093411
Hymenobacteraceae,Bacteria,252,1415835506,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae,superkingdom;phylum;class;order;family,81602897;504177835;618517539;2042724353;1415835506
Ignavibacteriaceae,Bacteria,251,928992671,Bacteria;Bacteroidota_A;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae,superkingdom;phylum;class;order;family,81602897;95618103;1958439800;609652391;928992671
MedAcidi-G1,Bacteria,247,1229019127,Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;MedAcidi-G1,superkingdom;phylum;class;order;family,81602897;922471546;377422747;1596481911;1229019127
Holophagaceae,Bacteria,245,1756393012,Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae,superkingdom;phylum;class;order;family,81602897;884358093;1763503344;980701029;1756393012
UBA4665,Bacteria,245,1143877161,Bacteria;Patescibacteriota;Saccharimonadia;Saccharimonadales;UBA4665,superkingdom;phylum;class;order;family,81602897;1184272463;1377863046;1184711150;1143877161
Ferrovaceae,Bacteria,243,1907455124,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Ferrovaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;2074272703;1907455124
Mycoplasmataceae,Bacteria,241,1910342110,Bacteria;Bacillota;Bacilli;Mycoplasmatales;Mycoplasmataceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;552711094;1910342110
UBA1924,Bacteria,231,1958932463,Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;UBA1924,superkingdom;phylum;class;order;family,81602897;678426958;623639364;372438653;1958932463
SG8-39,Bacteria,231,921876879,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SG8-39,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;2074272703;921876879
Leptospirillaceae,Bacteria,231,1003675698,Bacteria;Nitrospirota_A;Leptospirillia;Leptospirillales;Leptospirillaceae,superkingdom;phylum;class;order;family,81602897;1804531398;2126924683;1505549258;1003675698
Brevibacteriaceae,Bacteria,230,1212158412,Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Brevibacteriaceae,superkingdom;phylum;class;order;family,81602897;922471546;1737519761;1573521454;1212158412
Cellvibrionaceae,Bacteria,229,323562293,Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1250912789;323562293
Devosiaceae,Bacteria,228,558673516,Bacteria;Pseudomonadota;Alphaproteobacteria;Rhizobiales;Devosiaceae,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1585583143;558673516
Gemmataceae,Bacteria,226,337255821,Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae,superkingdom;phylum;class;order;family,81602897;678426958;1772024279;1839677412;337255821
Haloarculaceae,Archaea,224,315213499,Archaea;Halobacteriota;Halobacteria;Halobacteriales;Haloarculaceae,superkingdom;phylum;class;order;family,1337977286;187206606;695512539;1630249217;315213499
Victivallaceae,Bacteria,224,983913265,Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Victivallaceae,superkingdom;phylum;class;order;family,81602897;605906842;1467290489;809009186;983913265
Micavibrionaceae,Bacteria,220,14251873,Bacteria;Pseudomonadota;Alphaproteobacteria;Micavibrionales;Micavibrionaceae,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;728364285;14251873
Bog-793,Bacteria,220,336714222,Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Bog-793,superkingdom;phylum;class;order;family,81602897;922471546;377422747;1596481911;336714222
CAG-382,Bacteria,220,591993921,Bacteria;Bacillota;Clostridia;Oscillospirales;CAG-382,superkingdom;phylum;class;order;family,81602897;131003083;1705696207;855679871;591993921
Parvarchaeaceae,Archaea,219,414148330,Archaea;Nanobdellota;Nanobdellia;Parvarchaeales;Parvarchaeaceae,superkingdom;phylum;class;order;family,1337977286;1140734311;507132679;690380771;414148330
Pyrinomonadaceae,Bacteria,219,1664769058,Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae,superkingdom;phylum;class;order;family,81602897;884358093;348311540;66143902;1664769058
Hyphomonadaceae,Bacteria,218,492565177,Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;416080752;492565177
SbA1,Bacteria,218,433182413,Bacteria;Acidobacteriota;Terriglobia;Terriglobales;SbA1,superkingdom;phylum;class;order;family,81602897;884358093;1682859313;352038178;433182413
NBRC-103111,Bacteria,214,1300156651,Bacteria;Bacillota;Bacilli;Paenibacillales;NBRC-103111,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;1391466303;1300156651
Myxococcaceae,Bacteria,212,2005035666,Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae,superkingdom;phylum;class;order;family,81602897;1995082271;535023006;97400541;2005035666
UBA1268,Bacteria,212,1681577367,Bacteria;Planctomycetota;Planctomycetia;Pirellulales;UBA1268,superkingdom;phylum;class;order;family,81602897;678426958;1772024279;1753514380;1681577367
CSP1-4,Bacteria,212,316819908,Bacteria;Chloroflexota;Limnocylindria;Limnocylindrales;CSP1-4,superkingdom;phylum;class;order;family,81602897;510129959;1667766940;402740692;316819908
Coxiellaceae,Bacteria,209,1155626643,Bacteria;Pseudomonadota;Gammaproteobacteria;Coxiellales;Coxiellaceae,superkingdom;phylum;class;order;family,81602897;1712663402;1969409366;1423672772;1155626643
Micropepsaceae,Bacteria,209,990916258,Bacteria;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1852995873;990916258
Maricaulaceae,Bacteria,208,1596610027,Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Maricaulaceae,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;416080752;1596610027
Bacteriovoracaceae,Bacteria,207,825360111,Bacteria;Bdellovibrionota;Bacteriovoracia;Bacteriovoracales;Bacteriovoracaceae,superkingdom;phylum;class;order;family,81602897;1668872378;1632804504;1663878181;825360111
TCS55,Bacteria,207,1100813446,Bacteria;Marinisomatota;Marinisomatia;Marinisomatales;TCS55,superkingdom;phylum;class;order;family,81602897;576088655;771908383;1542137148;1100813446
NAC60-12,Bacteria,204,21916499,Bacteria;SAR324;SAR324;SAR324;NAC60-12,superkingdom;phylum;class;order;family,81602897;75294333;199039489;1046905630;21916499
Vulcanimicrobiia,Bacteria,204,2829291,cellular organisms;Bacteria;Bacillati;Vulcanimicrobiota;Vulcanimicrobiia;Vulcanimicrobiales;Vulcanimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1154676;2829293;2599632;2829291
VadinHA17,Bacteria,204,132981704,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;VadinHA17,superkingdom;phylum;class;order;family,81602897;504177835;618517539;592771697;132981704
Balneolaceae,Bacteria,202,1575005041,Bacteria;Bacteroidota_A;Rhodothermia;Balneolales;Balneolaceae,superkingdom;phylum;class;order;family,81602897;95618103;1782953179;1902415519;1575005041
CAG-288,Bacteria,202,99861648,Bacteria;Bacillota;Bacilli;RFN20;CAG-288,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;1827297323;99861648
Carnobacteriaceae,Bacteria,201,691691187,Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;57970979;691691187
Acholeplasmataceae,Bacteria,200,1029517523,Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae,superkingdom;phylum;class;order;family,81602897;131003083;1489315499;305512438;1029517523
Polyangiaceae,Bacteria,199,605414068,Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae,superkingdom;phylum;class;order;family,81602897;1995082271;1758649255;1421937944;605414068
Deinococcaceae,Bacteria,199,368326348,Bacteria;Deinococcota;Deinococci;Deinococcales;Deinococcaceae,superkingdom;phylum;class;order;family,81602897;636856615;1254513713;1864008326;368326348
Puniceispirillaceae,Bacteria,197,1916029074,Bacteria;Pseudomonadota;Alphaproteobacteria;Puniceispirillales;Puniceispirillaceae,superkingdom;phylum;class;order;family,81602897;1712663402;623498299;1758112387;1916029074
Cloacimonadaceae,Bacteria,197,772831014,Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;Cloacimonadaceae,superkingdom;phylum;class;order;family,81602897;397599777;1098894286;1061531961;772831014
