genus,domain,genus_counts,taxid,lineage,lineage_ranks,lineage_taxids
Fusobacterium,Bacteria,944,848.0,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3384189;32066;203490;203491;203492;848
Segatella,Bacteria,943,2974251.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;171549;171552;2974251
Pseudoalteromonas,Bacteria,918,53246.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135622;267888;53246
Gemmiger,Bacteria,916,204475.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Gemmiger,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2;1783272;1239;186801;186802;538999;204475
Chryseobacterium,Bacteria,909,59732.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Chryseobacterium,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;no rank;genus,131567;2;3379134;1783270;68336;976;117743;200644;2762318;2782232;59732
Synechococcus,Bacteria,904,1129.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1890424;1890426;1129
Raoultella,Bacteria,896,160674.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Raoultella,cellular root;domain;kingdom;phylum;class;order;family;no rank;genus,131567;2;3379134;1224;1236;91347;543;2890311;160674
Micromonospora,Bacteria,889,1873.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85008;28056;1873
Kineothrix,Bacteria,853,2163168.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Kineothrix,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;2163168
Mucispirillum,Bacteria,853,248038.0,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200930;68337;191393;2945020;248038
Porphyromonas,Bacteria,848,836.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;171549;171551;836
Mailhella,Bacteria,844,1981028.0,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Mailhella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200940;3031449;213115;194924;1981028
Borreliella,Bacteria,817,64895.0,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Spirochaetales;Borreliaceae;Borreliella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;203691;203692;136;1643685;64895
Nocardia,Bacteria,813,1817.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85007;85025;1817
Achromobacter,Bacteria,803,222.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;506;222
Sinorhizobium,Bacteria,797,28105.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Sinorhizobium,cellular root;domain;kingdom;phylum;class;order;family;no rank;genus,131567;2;3379134;1224;28211;356;82115;227292;28105
Leuconostoc,Bacteria,790,1243.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;1243
Coprococcus,Bacteria,781,33042.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;33042
Chlamydia,Bacteria,776,810.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia,cellular root;domain;kingdom;clade;phylum;class;order;family;no rank;genus,131567;2;3379134;1783257;204428;204429;51291;809;1113537;810
Phascolarctobacterium,Bacteria,766,33024.0,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;909932;1843488;909930;33024
Sutterella,Bacteria,759,40544.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;995019;40544
Actinomyces,Bacteria,754,1654.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Actinomyces,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;2037;2049;1654
Marinobacter,Bacteria,743,2742.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;72274;2887365;2742
Methanobrevibacter,Archaea,733,2172.0,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2283794;183925;2158;2159;2172
Brevundimonas,Bacteria,732,41275.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204458;76892;41275
Agrobacterium,Bacteria,720,357.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Agrobacterium,cellular root;domain;kingdom;phylum;class;order;family;no rank;genus,131567;2;3379134;1224;28211;356;82115;227290;357
Arthrobacter,Bacteria,717,1663.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Arthrobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;1268;1663
Lachnospira,Bacteria,714,28050.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;28050
Pectobacterium,Bacteria,709,122277.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;91347;1903410;122277
Hungatella,Bacteria,706,1649459.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;1649459
Priestia,Bacteria,692,2800373.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Priestia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;2800373
Paraburkholderia,Bacteria,692,1822464.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;119060;1822464
Lachnoclostridium,Bacteria,685,1506553.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;1506553
Nocardioides,Bacteria,667,1839.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Nocardioides,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85009;85015;1839
Mycolicibacterium,Bacteria,665,1866885.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85007;1762;1866885
Aliarcobacter,Bacteria,654,2321111.0,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;29547;3031852;213849;2808963;2321111
Dialister,Bacteria,651,39948.0,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Dialister,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;909932;1843489;31977;39948
Psychrobacter,Bacteria,643,497.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;2887326;468;497
Turicibacter,Bacteria,636,191303.0,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Turicibacteraceae;Turicibacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;2810281;191303
Chitinophaga,Bacteria,635,79328.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;1853228;1853229;563835;79328
Nitrospira,Bacteria,627,203693.0,cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Nitrospiria,cellular root;domain;kingdom;phylum;class,131567;2;3379134;40117;203693
Novosphingobium,Bacteria,618,165696.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204457;41297;165696
Rothia,Bacteria,611,508215.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;50 kb inversion clade;genistoids sensu lato;core genistoids;Crotalarieae;Rothia,cellular root;domain;kingdom;phylum;subphylum;clade;clade;clade;clade;class;clade;clade;clade;clade;clade;clade;order;family;subfamily;clade;clade;clade;tribe;genus,131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;72025;3803;3814;2231393;2231384;2231385;163724;508215
Moraxella,Bacteria,608,475.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;2887326;468;475
Pediococcus,Bacteria,591,1253.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;1253
Paramuribaculum,Bacteria,581,2518497.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Paramuribaculum,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;171549;2005473;2518497
Sulfitobacter,Bacteria,571,60136.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Sulfitobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;2854170;60136
Parasutterella,Bacteria,561,577310.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;995019;577310
Bartonella,Bacteria,548,773.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;772;773
Erwinia,Bacteria,547,551.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;91347;1903409;551
Enterocloster,Bacteria,542,2719313.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;2719313
Micrococcus,Bacteria,541,1269.0,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Micrococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;85006;1268;1269
Weissella,Bacteria,538,46255.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;46255
Nitrosopumilus,Archaea,537,338191.0,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2157;1783275;651137;1643678;31932;338190;338191
Oenococcus,Bacteria,537,46254.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Oenococcus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;46254
Halomonas,Bacteria,537,2745.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;28256;2745
Sphingobacterium,Bacteria,536,28453.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117747;200666;84566;28453
Faecalibaculum,Bacteria,523,1729679.0,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;128827;1729679
Mammaliicoccus,Bacteria,515,2803850.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;90964;2803850
Angelakisella,Bacteria,506,1935176.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Angelakisella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;216572;1935176
Thomasclavelia,Bacteria,503,3025755.0,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Thomasclavelia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;2810280;3025755
Anaerostipes,Bacteria,498,207244.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3085636;186803;207244
Photobacterium,Bacteria,495,657.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135623;641;657
Alteromonas,Bacteria,494,226.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas/Salinimonas group;Alteromonas,cellular root;domain;kingdom;phylum;class;order;family;no rank;genus,131567;2;3379134;1224;1236;135622;72275;2903219;226
Prevotellamassilia,Bacteria,489,1926672.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotellamassilia,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;200643;171549;171552;1926672
Microcystis,Bacteria,485,3252632.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Gastropoda;Heterobranchia;Euthyneura;Panpulmonata;Eupulmonata;Stylommatophora;Helicina;Gastrodontoidea;Microcystidae;Microcystis,cellular root;domain;clade;kingdom;clade;clade;clade;clade;clade;phylum;class;subclass;clade;clade;superorder;order;clade;superfamily;family;genus,131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6447;6448;216305;216307;977775;120490;6527;216366;424193;424206;3252632
