genus,gtdb_domain,ncbi_domain,database_presence,match_status,gtdb_genome_count,gtdb_species_count,ncbi_genome_count,ncbi_species_count,reason_filtered,sample_accessions
Bin5,Bacteria,,GTDB_Only,No_Match,48,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026914085.1, GCA_009837805.1, GCA_028819655.1, GCA_011523365.1, GCA_022827195.1"
UBA8498,Bacteria,,GTDB_Only,No_Match,47,1,0,0,No verifiable NCBI taxonomy classification,"GCA_000998555.1, GCA_001773175.1, GCA_003449455.1, GCA_000997865.1, GCA_003508415.1"
UBA1268,Bacteria,,GTDB_Only,No_Match,47,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937926325.1, GCA_016776925.1, GCA_018673375.1, GCA_003523915.1, GCA_913048185.1"
VBCG01,Bacteria,,GTDB_Only,No_Match,47,1,0,0,No verifiable NCBI taxonomy classification,"GCA_025937215.1, GCA_005889035.1, GCA_016704895.1, GCA_020852085.1, GCA_016702805.1"
SG8-38,Bacteria,,GTDB_Only,No_Match,47,1,0,0,No verifiable NCBI taxonomy classification,"GCA_019310045.1, GCA_019314505.1, GCA_947259205.1, GCA_019314285.1, GCA_019313545.1"
UBA6249,Bacteria,,GTDB_Only,No_Match,47,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028716245.1, GCA_002441245.1, GCA_030693145.1, GCA_002796135.1, GCA_028718085.1"
JAKAVK01,Archaea,,GTDB_Only,No_Match,47,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023485525.1, GCA_027364595.1, GCA_027363925.1, GCA_021791075.1, GCA_027363875.1"
GCA-001735895,Bacteria,,GTDB_Only,No_Match,47,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947260025.1, GCA_024638385.1, GCA_009937625.1, GCA_024229615.1, GCA_022545625.1"
JAJZYD01,Archaea,,GTDB_Only,No_Match,46,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021806095.1, GCA_027310045.1, GCA_021812025.1, GCA_030040895.1, GCA_027329525.1"
UBA1784,Bacteria,,GTDB_Only,No_Match,46,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017443585.1, GCA_017507365.1, GCA_017507125.1, GCA_017628235.1, GCA_017629625.1"
MGBC114844,Bacteria,,GTDB_Only,No_Match,46,1,0,0,No verifiable NCBI taxonomy classification,"GCA_949064275.1, GCA_910579865.1, GCA_949014015.1, GCA_949005125.1, GCA_948437435.1"
JAJYVT01,Bacteria,,GTDB_Only,No_Match,46,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027319305.1, GCA_021803085.1, GCA_027396255.1, GCA_021845725.1, GCA_021801615.1"
UBA7446,Bacteria,,GTDB_Only,No_Match,46,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030828025.1, GCA_949528465.1, GCA_029238215.1, GCA_002862705.1, GCA_902617905.1"
SFMI01,Bacteria,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_004558495.1, GCA_004553565.1, GCA_947072015.1, GCA_900550945.1, GCA_902781945.1"
UBA2589,Bacteria,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002433265.1, GCA_913050395.1, GCA_002501525.1, GCA_937983085.1, GCA_030430625.1"
HGM12713,Bacteria,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017461745.1, GCA_017464565.1, GCA_015064085.1, GCA_958413695.1, GCA_017411935.1"
UBA12465,Bacteria,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_009992405.1, GCA_903882445.1, GCA_903934965.1, GCA_016432645.1, GCA_019248265.1"
UBA11549,Bacteria,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_944391555.1, GCA_944393745.1, GCA_938030975.1, GCA_017617275.1, GCA_002321255.1"
UMGS902,Bacteria,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017445085.1, GCA_900546635.1, GCA_902463185.1, GCA_958452005.1, GCA_934466005.1"
JAKAFX01,Archaea,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021844865.1, GCA_027379645.1, GCA_027380555.1, GCA_027380355.1, GCA_027379615.1"
UBA5578,Bacteria,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_948808835.1, GCA_910584165.1, GCA_949425745.1, GCA_947626855.1, GCA_947628235.1"
FEN-1297,Bacteria,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027391675.1, GCA_027391625.1, GCA_027398165.1, GCA_027398095.1, GCA_027398175.1"
UBA11957,Bacteria,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_948478585.1, GCA_948708275.1, GCA_949743775.1, GCA_949279845.1, GCA_948639525.1"
MGIIb-N1,Archaea,,GTDB_Only,No_Match,45,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002502565.1, GCA_002498935.1, GCA_002728885.1, GCA_937891615.1, GCA_013329875.1"
UBA644,Bacteria,,GTDB_Only,No_Match,44,1,0,0,No verifiable NCBI taxonomy classification,"GCA_949290685.1, GCA_902478485.1, GCA_028724385.1, GCA_905202755.1, GCA_937991815.1"
UBA460,Archaea,,GTDB_Only,No_Match,44,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021399335.1, GCA_030603365.1, GCA_019894795.1, GCA_002505645.1, GCA_023132955.1"
UMGS687,Bacteria,,GTDB_Only,No_Match,44,1,0,0,No verifiable NCBI taxonomy classification,"GCA_934746105.1, GCA_944383945.1, GCA_949283975.1, GCA_937889705.1, GCA_902474225.1"
W3P20-009,Bacteria,,GTDB_Only,No_Match,44,1,0,0,No verifiable NCBI taxonomy classification,"GCA_946414455.1, GCA_945829245.1, GCA_024401365.1, GCA_945931535.1, GCA_945834725.1"
Fen-1039,Bacteria,,GTDB_Only,No_Match,43,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003171455.1, GCA_003137015.1, GCA_003170695.1, GCA_003165675.1, GCA_025358515.1"
UMGS995,Bacteria,,GTDB_Only,No_Match,43,1,0,0,No verifiable NCBI taxonomy classification,"GCA_900547465.1, GCA_902784095.1, GCA_947389775.1, GCA_900769695.1, GCA_022791375.1"
MGBC131033,Bacteria,,GTDB_Only,No_Match,43,1,0,0,No verifiable NCBI taxonomy classification,"GCA_949737995.1, GCA_949551195.1, GCA_948706175.1, GCA_949062055.1, GCA_948489625.1"
SOKP01,Archaea,,GTDB_Only,No_Match,42,1,0,0,No verifiable NCBI taxonomy classification,"GCA_005222975.1, GCA_011364975.1, GCA_016840165.1, GCA_004524725.1, GCA_019894955.1"
40CM-4-65-16,Bacteria,,GTDB_Only,No_Match,42,1,0,0,No verifiable NCBI taxonomy classification,"GCA_005889495.1, GCA_005881185.1, GCA_005880065.1, GCA_005880265.1, GCA_005880345.1"
UBA8752,Bacteria,,GTDB_Only,No_Match,42,1,0,0,No verifiable NCBI taxonomy classification,"GCA_949373165.1, GCA_943843025.1, GCA_943846005.1, GCA_943842085.1, GCA_943787755.1"
UBA7434,Bacteria,,GTDB_Only,No_Match,42,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018662505.1, GCA_002339085.1, GCA_028039795.1, GCA_937911115.1, GCA_913052385.1"
MGBC143606,Bacteria,,GTDB_Only,No_Match,42,1,0,0,No verifiable NCBI taxonomy classification,"GCA_949419745.1, GCA_949061075.1, GCA_948938555.1, GCA_948756095.1, GCA_948495455.1"
SCGC-AAA076-P13,Bacteria,,GTDB_Only,No_Match,42,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018607365.1, GCA_010023405.1, GCA_010024215.1, GCA_905182885.1, GCA_902591665.1"
CAIPMZ01,Bacteria,,GTDB_Only,No_Match,42,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903877615.1, GCA_903850685.1, GCA_903837175.1, GCA_903844225.1, GCA_903851135.1"
UBA2918,Bacteria,,GTDB_Only,No_Match,42,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902801865.1, GCA_017442855.1, GCA_947166035.1, GCA_017650045.1, GCA_017651505.1"
CAJOIG01,Bacteria,,GTDB_Only,No_Match,41,1,0,0,No verifiable NCBI taxonomy classification,"GCA_905234005.1, GCA_905233735.1, GCA_947587025.1, GCA_947630645.1, GCA_947626905.1"
UBA4644,Bacteria,,GTDB_Only,No_Match,41,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017521295.1, GCA_002436645.1, GCA_902495215.1, GCA_934597425.1, GCA_902797555.1"
QALR01,Bacteria,,GTDB_Only,No_Match,41,1,0,0,No verifiable NCBI taxonomy classification,"GCA_959604635.1, GCA_017456965.1, GCA_018376625.1, GCA_944384575.1, GCA_937989825.1"
MED-G13,Bacteria,,GTDB_Only,No_Match,41,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002457735.1, GCA_902615755.1, GCA_902510415.1, GCA_902596125.1, GCA_902636195.1"
JAJZWG01,Bacteria,,GTDB_Only,No_Match,41,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027427435.1, GCA_027427755.1, GCA_027326965.1, GCA_027459425.1, GCA_027427855.1"
JAJYXL01,Archaea,,GTDB_Only,No_Match,40,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023473385.1, GCA_027337015.1, GCA_027332885.1, GCA_027321695.1, GCA_027332825.1"
JAGVXH01,Archaea,,GTDB_Only,No_Match,40,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023397215.1, GCA_030637285.1, GCA_018648095.1, GCA_030641395.1, GCA_018691935.1"
RUG369,Bacteria,,GTDB_Only,No_Match,40,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017937485.1, GCA_017550965.1, GCA_028695965.1, GCA_900318195.1, GCA_947307005.1"
UBA8886,Archaea,,GTDB_Only,No_Match,40,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022449835.1, GCA_030750065.1, GCA_002688905.1, GCA_030744315.1, GCA_030754655.1"
Syner-03,Bacteria,,GTDB_Only,No_Match,40,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028699895.1, GCA_002408545.1, GCA_012520335.1, GCA_002408685.1, GCA_002316795.1"
GCA-2724215,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029941315.1, GCA_018665085.1, GCA_018674875.1, GCA_937910995.1, GCA_022825835.1"
UBA3824,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017530465.1, GCA_947167675.1, GCA_905233995.1, GCA_017962175.1, GCA_017394445.1"
Bin125,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_009840315.1, GCA_028874415.1, GCA_009841545.1, GCA_028875585.1, GCA_009843075.1"
67-14,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_030835185.1, GCA_903961735.1, GCA_937910825.1, GCA_937872475.1, GCA_020438395.1"
RGIG2000,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_015064445.1, GCA_017420755.1, GCA_017625275.1, GCA_017416885.1, GCA_017461385.1"
EC70,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_938082895.1, GCA_002705125.1, GCA_018675395.1, GCA_012960505.1, GCA_029977165.1"
JAJZNA01,Archaea,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023379055.1, GCA_027365725.1, GCA_027362985.1, GCA_027363055.1, GCA_027362955.1"
UBA6984,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021626165.1, GCA_900769015.1, GCA_934717745.1, GCA_934699705.1, GCA_003258725.1"
UBA4417,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903840275.1, GCA_903919875.1, GCA_903960545.1, GCA_016707705.1, GCA_903927335.1"
UBA2126,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_913041295.1, GCA_950069275.1, GCA_002328885.1, GCA_950068125.1, GCA_950063985.1"
JAJZJT01,Bacteria,,GTDB_Only,No_Match,39,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027396795.1, GCA_027396955.1, GCA_027397155.1, GCA_021832365.1, GCA_027396745.1"
QANA01,Bacteria,,GTDB_Only,No_Match,38,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947363745.1, GCA_902782475.1, GCA_017531505.1, GCA_016285635.1, GCA_017541585.1"
UBA10566,Bacteria,,GTDB_Only,No_Match,38,1,0,0,No verifiable NCBI taxonomy classification,"GCA_028685615.1, GCA_002424135.1, GCA_937875445.1, GCA_028708845.1, GCA_002411245.1"
UBA2813,Bacteria,,GTDB_Only,No_Match,38,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002481925.1, GCA_002350285.1, GCA_902766975.1, GCA_902801985.1, GCA_902766395.1"
JAJZHK01,Bacteria,,GTDB_Only,No_Match,38,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027441635.1, GCA_027436935.1, GCA_027441735.1, GCA_027436895.1, GCA_021851865.1"
Palsa-881,Bacteria,,GTDB_Only,No_Match,37,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903911855.1, GCA_903841115.1, GCA_903916695.1, GCA_903839265.1, GCA_019247715.1"
UBA6821,Bacteria,,GTDB_Only,No_Match,37,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903825975.1, GCA_947482345.1, GCA_002452515.1, GCA_903847935.1, GCA_903826635.1"
CAG-194,Bacteria,,GTDB_Only,No_Match,37,1,0,0,No verifiable NCBI taxonomy classification,"GCA_959597425.1, GCA_958403405.1, GCF_018917935.1, GCA_945949085.1, GCA_938011915.1"
Loki-b32,Archaea,,GTDB_Only,No_Match,37,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023705845.1, GCA_019058425.1, GCA_029856445.1, GCA_016839585.1, GCA_029856085.1"
D37C17,Bacteria,,GTDB_Only,No_Match,37,1,0,0,No verifiable NCBI taxonomy classification,"GCA_950072205.1, GCA_950054305.1, GCA_950069315.1, GCA_014381415.1, GCA_950076015.1"
JABEUX01,Bacteria,,GTDB_Only,No_Match,37,1,0,0,No verifiable NCBI taxonomy classification,"GCA_021794175.1, GCA_027422185.1, GCA_021807645.1, GCA_027406585.1, GCA_027306845.1"
UBA1181,Bacteria,,GTDB_Only,No_Match,37,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947307395.1, GCA_017524705.1, GCA_017650485.1, GCA_017430235.1, GCA_024401515.1"
JAJZOT01,Archaea,,GTDB_Only,No_Match,36,1,0,0,No verifiable NCBI taxonomy classification,"GCA_023487405.1, GCA_027373435.1, GCA_027319825.1, GCA_027368295.1, GCA_027368615.1"
UBA1550,Bacteria,,GTDB_Only,No_Match,36,1,0,0,No verifiable NCBI taxonomy classification,"GCA_001825075.1, GCA_002771115.1, GCA_001000355.1, GCA_002789055.1, GCA_003508085.1"
CAITKP01,Bacteria,,GTDB_Only,No_Match,36,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018824305.1, GCA_903886325.1, GCA_903919365.1, GCA_903893375.1, GCA_903905525.1"
MGBC133411,Bacteria,,GTDB_Only,No_Match,36,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017480965.1, GCA_948994935.1, GCA_949288025.1, GCA_949431725.1, GCA_900754155.1"
CAJFPI01,Bacteria,,GTDB_Only,No_Match,36,1,0,0,No verifiable NCBI taxonomy classification,"GCA_904420475.1, GCA_947383645.1, GCA_944382985.1, GCA_944385425.1, GCA_904398675.1"
UBA1405,Bacteria,,GTDB_Only,No_Match,36,1,0,0,No verifiable NCBI taxonomy classification,"GCA_949502775.1, GCA_947651495.1, GCA_948973805.1, GCA_948508645.1, GCA_949488725.1"
UBA974,Bacteria,,GTDB_Only,No_Match,36,1,0,0,No verifiable NCBI taxonomy classification,"GCA_913051865.1, GCA_015660615.1, GCA_015664035.1, GCA_015663855.1, GCA_015664715.1"
SIG307,Bacteria,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_945622055.1, GCA_910579465.1, GCA_029012365.1, GCA_949003045.1, GCA_017463035.1"
JAJYXT01,Bacteria,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027345325.1, GCA_027339725.1, GCA_027402095.1, GCA_027407405.1, GCA_021844355.1"
JAJYNJ01,Bacteria,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027327705.1, GCA_027399695.1, GCA_021840545.1, GCA_027399635.1, GCA_027399565.1"
UBA4720,Bacteria,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_025357975.1, GCA_017881465.1, GCA_030775065.1, GCA_013813605.1, GCA_955652635.1"
HGM13006,Bacteria,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_905200275.1, GCA_905209235.1, GCA_934546675.1, GCA_934512135.1, GCA_934561275.1"
UMGS1590,Bacteria,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_900553245.1, GCA_900759105.1, GCA_902468315.1, GCA_958353325.1, GCA_959604565.1"
JAJZMH01,Bacteria,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027371845.1, GCA_027427535.1, GCA_021846445.1, GCA_027428135.1, GCA_027427595.1"
JAMCRB01,Archaea,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027370945.1, GCA_021810345.1, GCA_027371035.1, GCA_027371095.1, GCA_027370915.1"
GCA-000496135,Archaea,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002496995.1, GCA_027381585.1, GCA_021809755.1, GCA_000496135.1, GCA_021836645.1"
RUG705,Bacteria,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_905188025.1, GCA_022776005.1, GCA_934098745.1, GCA_944350315.1, GCA_902788975.1"
QAMH01,Bacteria,,GTDB_Only,No_Match,35,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902478425.1, GCA_948811325.1, GCA_959608885.1, GCA_902493755.1, GCA_959601125.1"
UBA1367,Bacteria,,GTDB_Only,No_Match,34,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902788705.1, GCA_902758085.1, GCA_902777325.1, GCA_902766835.1, GCA_030525575.1"
OPU3-GD-OMZ,Bacteria,,GTDB_Only,No_Match,34,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018653785.1, GCA_015659885.1, GCA_018676495.1, GCA_018646885.1, GCA_018658065.1"
JAKATK01,Archaea,,GTDB_Only,No_Match,34,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027335105.1, GCA_027354055.1, GCA_027335565.1, GCA_027353935.1, GCA_027338525.1"
JAMCYB01,Archaea,,GTDB_Only,No_Match,34,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027337785.1, GCA_027337225.1, GCA_027337085.1, GCA_027337545.1, GCA_027337315.1"
UBA11452,Bacteria,,GTDB_Only,No_Match,34,1,0,0,No verifiable NCBI taxonomy classification,"GCA_900761535.1, GCA_003522165.1, GCA_949287225.1, GCA_022703945.1, GCA_944391115.1"
OLB10,Bacteria,,GTDB_Only,No_Match,34,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022708685.1, GCA_019638725.1, GCA_029558995.1, GCA_002070515.1, GCA_029560175.1"
UBA1258,Bacteria,,GTDB_Only,No_Match,34,1,0,0,No verifiable NCBI taxonomy classification,"GCA_016281385.1, GCA_024695385.1, GCA_947304615.1, GCA_016280465.1, GCA_016291625.1"
14-2,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902463835.1, GCA_948565455.1, GCA_948467365.1, GCA_950097215.1, GCA_948837965.1"
UBA4582,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002390385.1, GCA_013204195.1, GCA_018607705.1, GCA_020443225.1, GCA_913050215.1"
CAIOVX01,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_903875725.1, GCA_903897115.1, GCA_903879945.1, GCA_903912075.1, GCA_903914475.1"
Bin55,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_009843315.1, GCA_028824265.1, GCA_026707735.1, GCA_009837465.1, GCA_026707945.1"
UBA7441,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_905182465.1, GCA_016776765.1, GCA_003486445.1, GCA_913009225.1, GCA_002364985.1"
UMGS1322,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_900769815.1, GCA_958448705.1, GCA_934879055.1, GCA_902491335.1, GCA_900760805.1"
TMED-70,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002719295.1, GCA_004214105.1, GCA_014240175.1, GCA_009392175.1, GCA_022451965.1"
SFTJ01,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_945927555.1, GCA_945482605.1, GCA_902485655.1, GCA_946056095.1, GCA_004563195.1"
JAJYZA01,Archaea,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027370375.1, GCA_027370435.1, GCA_027343305.1, GCA_027370625.1, GCA_027370575.1"
MGBC162267,Bacteria,,GTDB_Only,No_Match,33,1,0,0,No verifiable NCBI taxonomy classification,"GCA_949745565.1, GCA_951801145.1, GCA_949001865.1, GCA_022793555.1, GCA_910585915.1"
HGM10857,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947571005.1, GCA_947575645.1, GCA_948754135.1, GCA_934162995.1, GCA_948656315.1"
UMGS882,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_902493235.1, GCA_934432625.1, GCA_934465285.1, GCA_934474605.1, GCA_017959195.1"
HGM13010,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_947565315.1, GCA_948472835.1, GCA_902474965.1, GCA_905203405.1, GCA_022800755.1"
B13-G4,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_018894535.1, GCA_030606805.1, GCA_019309665.1, GCA_030262775.1, GCA_013792055.1"
TMED48,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002167535.1, GCA_913031145.1, GCA_002591625.1, GCA_902557735.1, GCA_002692165.1"
RUG306,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_905235025.1, GCA_902804045.1, GCA_900317755.1, GCA_024696575.1, GCA_017432515.1"
UBA1081,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002313815.1, GCA_937935565.1, GCA_902477195.1, GCA_017631795.1, GCA_945912145.1"
UMGS911,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_937997655.1, GCA_902462015.1, GCA_003343545.1, GCA_900546695.1, GCA_902478215.1"
GWC2-37-13,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_026004455.1, GCA_000991135.1, GCA_019454525.1, GCA_002050095.1, GCA_027348375.1"
SFDB01,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_022770685.1, GCA_945489725.1, GCA_016292945.1, GCA_946007455.1, GCA_018380645.1"
UBA1189,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_017516935.1, GCA_017551825.1, GCA_016291905.1, GCA_017650105.1, GCA_946406745.1"
Palsa-295,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_003158205.1, GCA_003135085.1, GCA_013289715.1, GCA_003131985.1, GCA_021780215.1"
RGIG7114,Bacteria,,GTDB_Only,No_Match,32,1,0,0,No verifiable NCBI taxonomy classification,"GCA_946413865.1, GCA_021205625.1, GCA_017531005.1, GCA_021200055.1, GCA_021201595.1"
UBA3077,Bacteria,,GTDB_Only,No_Match,31,1,0,0,No verifiable NCBI taxonomy classification,"GCA_015485375.1, GCA_016764785.1, GCA_002366645.1, GCA_913063515.1, GCA_026995265.1"
UBA724,Bacteria,,GTDB_Only,No_Match,31,1,0,0,No verifiable NCBI taxonomy classification,"GCA_029977185.1, GCA_002723075.1, GCA_002171575.2, GCA_902536935.1, GCA_022425505.1"
Casp-alpha2,Bacteria,,GTDB_Only,No_Match,31,1,0,0,No verifiable NCBI taxonomy classification,"GCA_002328385.1, GCA_015659065.1, GCA_014382345.1, GCA_002938085.1, GCA_913063455.1"
UBA582,Archaea,,GTDB_Only,No_Match,31,1,0,0,No verifiable NCBI taxonomy classification,"GCA_027343495.1, GCA_021831925.1, GCA_027379455.1, GCA_027380095.1, GCA_027379415.1"
